query,product,proba
113,103027145,0.31002787
113,103056245,0.9972574
113,103062206,0.9979962
113,103016528,0.2639051
114,103023838,0.8689847
114,103040219,0.595981
114,103044904,0.8598651
114,103014769,0.941671
114,103044179,0.053867787
114,103002778,0.53557605
114,103022816,0.98192614
114,103041810,0.8581926
114,103032006,0.9961094
114,103028931,0.9870913
114,103005039,0.9678872
114,103063981,0.89480144
114,103046053,0.9978313
114,103028742,0.61683697
114,103012091,0.998604
114,103020883,0.9850181
114,103023285,0.19354202
114,103065077,0.9377198
114,103000424,0.98013616
114,103039922,0.14038694
114,103045257,0.95619524
114,103011356,0.9983935
114,103060833,0.58776677
114,103052783,0.7274456
114,103058125,0.98666894
114,103032617,0.9738347
114,103031819,0.9923758
114,103018262,0.9970745
114,103045719,0.32020485
114,103023948,0.89936525
115,103033976,0.000131485
115,103019922,1.45E-06
115,103005826,0.9986796
115,103032690,0.99821836
115,103014269,9.03E-05
115,103010145,6.70E-06
115,103008061,1.97E-06
115,103027012,9.03E-05
115,103056323,1.80E-06
115,103056381,2.10E-06
115,103032215,0.000216639
115,103014381,2.62E-06
115,103061619,0.99593264
115,103034841,0.000104333
115,103058485,0.000430518
115,103018232,1.65E-06
115,103038648,2.01E-06
115,103014241,1.81E-06
115,103009709,0.023071777
115,103019012,0.011326909
115,103053207,0.000299589
115,103012685,0.001151927
115,103029023,7.45E-05
115,103042430,0.000179076
115,103001808,1.25E-06
115,103027698,0.99809784
115,103037565,0.9968796
115,103024517,1.48E-06
115,103049571,0.000365358
115,103048851,0.9987845
116,103042040,0.5765832
116,103019922,0.000124414
116,103015153,0.006152021
116,103039022,0.9695383
116,103038891,0.9938291
116,103010145,0.111439794
116,103027012,0.007418324
116,103027719,0.9983814
116,103034932,1.39E-05
116,103007046,0.31665152
116,103064798,3.26E-06
116,103034841,0.94324255
116,103018140,0.942759
116,103032215,0.12336319
116,103056323,0.000322635
116,103014241,0.000178125
116,103026910,0.018308677
116,103055131,0.001216345
116,103034151,0.15665004
116,103008290,0.000149126
116,103033329,0.99460477
116,103022258,0.013263288
116,103012046,0.001919235
116,103053207,0.67382413
116,103021154,0.9079109
116,103014378,0.001112084
116,103020439,3.50E-06
116,103029885,0.994214
116,103061270,0.83578134
116,103018232,1.97E-05
117,103019838,0.9926898
117,103032525,0.99807125
117,103047220,0.979624
117,103010423,0.99197054
117,103038182,0.9973647
117,103034098,0.9930599
117,103036471,0.9584692
117,103054011,0.9921293
117,103026308,0.743949
117,103064967,0.99784744
117,103041898,0.992937
117,103001261,0.95128864
117,103059370,0.9981421
117,103018590,0.95278114
117,103015997,0.9205012
117,103020942,0.9980831
117,103017698,0.46148467
117,103015511,0.9845256
117,103063624,0.006385867
117,103020845,0.9860389
117,103059814,0.08966747
117,103027533,0.5666393
117,103053472,0.9985978
117,103065271,0.9977054
117,103060496,0.99674076
117,103004062,0.9647826
117,103023337,0.9130334
117,103009120,0.9815502
117,103003487,0.9919659
117,103000652,0.97967964
118,103059432,0.013235495
118,103001304,0.9472013
118,103004336,0.9343385
118,103006101,0.09905152
118,103018179,0.27923706
118,103037140,0.13965838
118,103033972,0.9890482
118,103057699,0.8452843
118,103041821,0.682505
118,103002962,0.9864631
118,103062587,0.45415872
118,103029928,0.9825597
118,103048820,0.000479361
118,103018778,0.9578976
118,103063558,0.6571559
118,103003910,0.9712086
118,103035795,0.9469867
118,103027141,0.90377516
118,103001637,0.5082446
118,103002419,0.884708
118,103010410,0.9881535
118,103044031,0.928404
118,103059620,0.000844011
118,103008790,0.9714739
118,103010387,0.9204225
118,103023940,0.89554924
118,103008234,0.04841616
118,103041212,0.87877846
118,103063666,0.8847239
118,103040541,0.9138214
119,101293512,0.8760777
119,103042546,4.63E-05
119,103024664,0.002281721
119,103053510,5.38E-05
119,103006343,0.9893652
119,103021911,0.02348606
119,103060489,7.40E-05
119,103036651,1.66E-05
119,103043988,0.000374421
119,103001045,1.76E-05
119,103057961,0.99230206
119,103021653,6.06E-06
119,103048387,1.35E-05
119,103055141,0.000215195
119,103057811,0.000671325
119,103047387,0.04278867
119,103005788,0.02051564
119,103021164,0.000364439
119,103062754,0.000271819
119,103022532,0.000968544
119,103030398,0.9711256
119,103010135,0.98393905
119,103065528,0.6556603
119,103008291,0.000156291
119,103039910,0.88925165
119,103005445,1.58E-06
119,103027528,1.50E-06
119,103044923,0.9167582
119,103025279,0.9675915
119,103053876,9.19E-05
120,103012703,0.014996585
120,103047025,0.5338585
120,103026177,0.9954764
120,103001138,0.002433349
120,103031376,1.99E-06
120,103025465,0.000216921
120,103030864,0.06266859
120,103026621,0.001363424
120,103025469,0.004529275
120,103014622,0.99727744
120,103050755,0.9968811
120,103015225,2.24E-06
120,103066620,2.53E-06
120,103033915,1.85E-06
120,103045682,0.13431329
120,103021653,1.30E-06
120,103048387,2.73E-05
120,103004631,0.9965036
120,103038369,0.001475625
120,103029997,0.004421948
120,103065181,0.997898
120,103013123,4.91E-05
120,103035458,1.89E-06
120,103038064,0.000553677
120,103023305,0.99793696
120,103010132,0.81108457
120,103041024,2.09E-06
120,103007469,0.00062177
120,103056681,0.009119762
120,103030528,1.28E-05
121,103038312,0.8757034
121,103057014,0.52072567
121,103044690,0.98546743
121,103017522,0.96696687
121,103004006,3.47E-05
121,103036048,0.000724211
121,103050573,0.036858253
121,103007578,0.4930805
121,103034064,0.635126
121,103030944,0.009651411
121,103040468,8.12E-05
121,103000953,0.008155357
121,103063944,0.99734724
121,103033933,0.001777842
121,103058544,0.9979122
121,103035006,0.000191442
121,103034702,0.6973319
121,103010073,0.12791708
121,103043183,0.020341773
121,103021607,0.003442084
121,103036258,0.9705263
121,103028954,0.924187
121,103013037,0.5291043
121,103023570,0.12847917
121,103058034,0.9869197
121,103065233,0.000209911
121,103010904,0.83005226
121,103040365,0.96816987
121,103031744,0.98559594
121,103056874,0.99295557
122,103005683,0.000702548
122,103066160,0.001550336
122,103057899,1.65E-06
122,103013746,2.65E-06
122,103005647,0.22097982
122,103004777,0.9511836
122,103049388,1.36E-06
122,103059405,0.3093365
122,103014724,0.000428282
122,103016273,0.99450654
122,103007388,1.65E-06
122,103011365,0.000274943
122,103002509,0.009972214
122,103057209,1.33E-06
122,103034197,6.71E-06
122,103064564,1.80E-05
122,103046378,1.84E-06
122,103065088,0.19407916
122,103002698,1.42E-06
122,103049700,0.003186303
122,103014288,0.98985296
122,103062764,0.002212334
122,103035915,0.89928687
122,103024830,1.50E-06
122,103065424,1.94E-05
122,103001943,1.45E-06
122,103052922,0.9803392
122,103049880,1.39E-06
122,103042499,0.91552204
122,103005163,0.001172364
123,103057888,0.9910459
123,103029211,1.35E-06
123,103059573,1.60E-06
123,103012259,0.9029333
123,103053560,1.41E-06
123,103024900,2.10E-06
123,103021444,0.9909684
123,103011128,0.10403374
123,103055903,1.33E-06
123,101520853,6.46E-05
123,103041762,0.9584208
123,103034242,0.84019935
123,103033794,1.30E-06
123,103015773,1.22E-06
123,103024721,0.000185481
123,103015333,4.77E-06
123,103049779,2.16E-06
123,103053699,2.20E-06
123,103026895,4.02E-06
123,103045957,1.16E-06
123,103059511,1.98E-06
123,103031284,1.72E-06
123,103064372,1.96E-06
123,103038850,1.92E-06
123,103031401,2.20E-06
123,103026302,1.22E-06
123,103030380,0.000122509
123,103044798,0.00645253
123,103062770,0.9897822
123,103050962,0.000462482
124,103018264,0.0417233
124,103007603,0.8669118
124,103059376,0.63512504
124,103042363,0.1242146
124,103010246,0.9958823
124,103034151,0.001418654
124,103040094,0.000261089
124,103022258,0.009588007
124,103036435,0.9988342
124,103009709,0.23176715
124,103019893,0.985227
124,103059240,1.79E-05
124,103000171,0.1164973
124,103037287,0.004509634
124,103014269,0.9377001
124,103011099,0.009101988
124,103010145,0.003495144
124,103015734,0.041723363
124,103050448,0.004173741
124,103048257,0.998895
124,103057667,0.009996681
124,103009895,2.86E-06
124,103061450,0.87043285
124,103045408,0.000754932
124,103046769,0.98454386
124,103036310,0.15632261
124,103047860,0.00202846
124,103063084,0.000165572
124,103039484,0.027457304
124,103025100,0.002480989
125,103021983,0.97904474
125,103038194,4.80E-06
125,103024603,0.00105609
125,103015056,2.27E-06
125,103041081,0.9972813
125,103013904,2.89E-05
125,103024807,0.000140807
125,103033040,0.000380809
125,103058458,0.000584451
125,103041541,0.991342
125,103013206,0.99427587
125,103025609,0.99803525
125,103029713,0.9929461
125,103005052,0.80769926
125,103055528,1.49E-05
125,103036088,0.000101234
125,103036829,0.000429721
125,103028757,0.0012209
125,103008641,0.99464285
125,103018400,0.7739732
125,103028928,0.9926001
125,103043489,0.9971328
125,103058239,1.44E-06
125,103004525,0.000424037
125,103062321,3.70E-06
125,103046549,0.99531
125,103010307,0.000140807
125,103059882,0.97904474
125,103056011,0.000546859
125,103029230,0.2020813
126,100518312,0.98527795
126,103020085,0.97718245
126,103047804,0.98344666
126,103003797,0.98547703
126,103049635,0.9688876
126,103030301,0.8618308
126,103029254,0.98113143
126,103046441,0.46821874
126,103052059,0.9853622
126,103043625,0.97288835
126,103013217,0.9398791
126,103028668,0.9911231
126,103007585,0.9658138
126,103046525,0.98643965
126,103004652,0.9398792
126,103004210,0.9888094
126,103062400,0.000409437
126,103034860,0.9911315
126,103011584,0.971438
126,103004682,0.99048245
126,103015028,0.8863059
126,103059375,0.6137461
126,103024451,0.8710856
126,103012886,0.97198933
126,103052632,0.9573229
126,103034970,0.9768396
126,103039575,0.96954286
126,103049462,0.98385197
126,103019577,0.9069249
126,103022935,0.9804332
127,103056317,8.99E-06
127,103044979,0.99411845
127,103018423,0.000246909
127,103029479,0.001504182
127,103030512,2.24E-06
127,103065412,0.000423008
127,103055913,0.000522419
127,103009872,0.000296603
127,103021002,1.31E-06
127,103003038,0.000246714
127,103006555,0.000272759
127,103066591,0.000274841
127,103057203,1.17E-06
127,103061443,0.007966339
127,103054176,2.24E-06
127,103040554,0.012126035
127,103057522,0.9786942
127,103065472,2.24E-06
127,103018806,0.0379685
127,103039232,0.99292
127,103018484,6.37E-06
127,103033318,0.001083112
127,103023790,0.13927032
127,103038033,5.09E-05
127,103057597,0.98563784
127,103042278,0.9757642
127,103028955,0.000549378
127,103050252,0.000327424
127,103028115,0.99298096
127,103006782,1.10E-06
128,103057177,0.87749314
128,103060127,0.92924464
128,103048414,0.9709858
128,103006632,0.9924906
128,103002737,0.73726624
128,103054309,0.98212
128,103028503,0.000920421
128,103015717,0.94151884
128,103063740,0.8281154
128,103002809,0.05154598
128,103066941,0.001698594
128,103063257,0.91975087
128,103004549,0.000257571
128,103000738,0.931231
128,103050246,0.012292562
128,103023148,0.9889129
128,103016051,0.96453434
128,103046886,0.000230649
128,103046531,0.85743463
128,103042822,0.20624472
128,103062166,0.72144747
128,103020973,0.84127754
128,103049468,0.85671353
128,103052489,0.99212825
128,103028084,1.30E-06
128,103014470,0.9434395
128,103024559,0.75435835
128,103015659,0.9501013
128,103059985,0.34883887
128,103046480,0.9839909
129,103061219,1.30E-06
129,103057872,0.96350205
129,103027126,1.64E-06
129,103062116,1.39E-06
129,103007872,2.76E-06
129,103025324,0.99153054
129,103006898,0.3038578
129,103056822,4.98E-05
129,103026691,0.65416116
129,103015881,1.52E-05
129,103043448,1.54E-06
129,103002608,0.002661796
129,103030449,4.60E-06
129,103006804,1.48E-06
129,103001769,0.9726783
129,103064438,0.45381296
129,103060324,1.51E-06
129,103030274,1.99E-06
129,103051290,1.96E-05
129,103015856,0.002149845
129,103066905,1.61E-06
129,103043458,1.52E-06
129,103054835,5.94E-05
129,103044370,1.65E-06
129,103044680,0.8474076
129,103009321,1.59E-06
129,103018904,0.4914711
129,103024053,1.49E-06
129,103063197,2.20E-06
129,103004393,0.9376498
130,103052705,0.8712186
130,103039725,0.11395534
130,103062572,0.043444227
130,103052753,0.5326163
130,103018483,0.40180206
130,103011147,0.004326621
130,103065276,0.34540686
130,103020391,0.9895635
130,103035422,0.74394995
130,103045129,0.001013025
130,103040340,0.989248
130,103033490,0.9854315
130,103010535,0.37338284
130,103048277,0.58523345
130,103029051,0.70855415
130,103052208,0.66384846
130,103047420,0.011455128
130,103044881,0.37715644
130,103047967,0.021293486
130,103027352,0.6263747
130,103038423,0.04850061
130,103052979,0.06504261
130,103039637,0.9648175
130,103050471,0.000762472
130,103046822,0.23664978
130,103011035,0.852067
130,103014889,0.000144201
130,103036564,0.74188656
130,103040131,0.033122595
130,103063024,0.033122264
131,103041614,1.70E-06
131,103049779,2.62E-06
131,103049700,0.00072254
131,103060847,0.002484636
131,103059596,0.99105155
131,103049020,2.77E-06
131,103059511,8.77E-06
131,103064372,2.08E-06
131,103044828,2.14E-06
131,103038850,9.40E-06
131,103065424,0.00064394
131,103044798,0.004819593
131,103018379,2.39E-06
131,103053699,8.94E-05
131,103000556,0.97813976
131,103049880,1.40E-06
131,103064886,0.001189771
131,103049840,0.9902406
131,103026789,0.96804696
131,103032105,0.000589107
131,103055903,1.57E-06
131,103039956,0.001568475
131,103000111,0.98655427
131,103012153,2.82E-06
131,103027743,1.96E-06
131,103049360,3.11E-05
131,103015993,0.9774265
131,103001225,2.57E-06
131,103028285,1.71E-06
131,103039233,0.109978735
132,103018497,0.89057064
132,103033097,0.087071486
132,103010983,0.23286521
132,103036240,0.9066329
132,103040297,0.89578164
132,103007170,0.7407829
132,103037140,0.8439619
132,103065368,0.84510314
132,103063293,0.9325423
132,103051432,0.000108283
132,103019078,0.87433946
132,103025852,0.9338851
132,103037898,0.9244511
132,103005784,0.033526413
132,103061017,0.18213356
132,103034980,0.33741945
132,103013849,0.43418324
132,103053327,0.14259356
132,103040890,0.34670746
132,103039158,0.3840717
132,103060180,0.39973277
132,103001637,0.39681384
132,103054938,0.90576375
132,103046767,0.25135982
132,103011879,0.000247285
132,103064832,0.8248753
132,103003957,0.9420267
132,103053062,0.8605523
132,103010900,0.93170637
132,103037636,0.022864748
133,103018667,0.99747145
133,103055522,0.810203
133,103055291,0.9652398
133,103063907,0.8686859
133,103031517,0.93343335
133,103025616,0.98919666
133,103025357,0.9920923
133,103038230,0.14289978
133,103026602,0.8356151
133,103046820,0.89951444
133,103008791,0.93576187
133,103048750,0.9339636
133,103000896,0.8932069
133,103049589,0.9260245
133,103040499,0.9476615
133,103003241,0.97384906
133,103059845,0.6836545
133,103057352,0.98515815
133,103007796,0.85714096
133,103036867,0.9314368
133,103064466,0.67000014
133,103021361,0.66943526
133,103049820,0.9871383
133,103049381,0.95992666
133,103017315,0.9591203
133,103029638,0.9796652
133,103065352,0.993009
133,103009863,0.9594064
133,103032717,0.98829085
133,103041419,0.34041244
134,103000960,0.97782296
134,103012458,0.98263884
134,103061967,0.928835
134,103057244,0.902472
134,103001114,0.98647654
134,103012954,0.9756152
134,103007934,0.9710805
134,103043560,0.9480013
134,103066524,0.96916103
134,103047736,0.9889609
134,100469470,0.9216559
134,103026198,0.98695356
134,103052577,0.84628767
134,103029752,0.9856258
134,103014612,0.9804314
134,103001278,0.9429492
134,103016017,0.98297274
134,103047854,0.9481337
134,103002772,0.9864216
134,101902314,0.44396478
134,103039172,0.9732871
134,103044272,0.98721516
134,103022830,0.9645925
134,103020947,0.8592318
134,103066227,0.99014753
134,103036183,0.9876801
134,103002420,0.9691459
134,103015740,0.9169081
134,103040379,0.9650052
134,103056023,0.9223657
135,103048108,0.8762549
135,103051786,0.7229436
135,103025469,0.28621745
135,103020094,0.27369723
135,103012102,0.63995105
135,103035435,0.8397543
135,103060792,0.93195903
135,103021653,0.7354274
135,103030171,0.8094599
135,103000546,0.99158645
135,103038728,0.37408975
135,103004643,0.7644999
135,103063300,0.99298275
135,103011273,0.7259136
135,103055241,0.94315636
135,103013123,0.66025114
135,103029997,0.2973713
135,103009066,0.66755897
135,103040956,0.06046494
135,103046705,0.51096517
135,103006587,0.004422393
135,103003061,0.5459074
135,103045682,0.03164257
135,103026010,0.8883719
135,103047453,0.25657928
135,103012669,0.04204175
135,103021227,0.7414569
135,103022751,0.6677689
135,103053554,0.33937502
135,103021107,0.99598616
136,103013591,0.010124542
136,103058804,0.000109857
136,103024733,0.000176456
136,103004170,0.8039409
136,103025310,0.042416986
136,103025444,0.000437331
136,103052209,0.55729127
136,103011586,0.38685086
136,103045906,0.3704045
136,103021425,0.00670278
136,103066322,4.73E-05
136,103061158,0.058782823
136,103017497,0.23880798
136,103063985,0.91548765
136,103059726,0.06333167
136,103055182,0.000776632
136,103026339,0.58035094
136,103037965,0.07901202
136,103046299,0.9738516
136,103037940,0.9699847
136,103004582,0.37190098
136,103046417,0.811939
136,103019135,0.001264159
136,103048932,0.002523916
136,103029215,0.19923168
136,103051735,0.08675059
136,103042711,0.84726346
136,103038565,0.48073316
136,103006024,0.18253376
136,103043395,0.000659114
137,103045750,0.8861564
137,103047706,0.000297746
137,103013067,0.67143434
137,103020508,0.001265778
137,103016405,0.8099912
137,103006737,0.003020994
137,103024553,0.8535445
137,103000351,0.57114
137,103062633,0.004218103
137,103028331,0.000137872
137,103052039,0.010974535
137,103046767,0.000948843
137,103049583,0.000310703
137,103049515,0.6682537
137,103037140,0.000164174
137,103061557,0.000148547
137,103025263,0.69131064
137,103063704,0.8610814
137,103023908,0.003255575
137,103037840,0.00308734
137,103063409,0.89503956
137,103031080,0.3095625
137,103008322,0.645139
137,103031134,0.31123677
137,103034956,0.897437
137,103054856,0.004213017
137,103050189,0.008345603
137,103062793,0.9194897
137,103047987,0.09409479
137,103040462,0.001631285
138,103002155,0.14968495
138,103025637,0.9981798
138,103029923,0.99786747
138,103049783,0.7270693
138,103035772,0.520707
138,103052162,0.9572901
138,103036914,0.004932768
138,103065161,0.974981
138,103012588,2.79E-06
138,103017426,0.000140569
138,103034348,0.8160647
138,103022553,0.75290644
138,103019265,0.016770529
138,103018646,3.68E-06
138,103045774,0.85625064
138,103030988,0.9958687
138,103015339,0.001637399
138,103059272,0.000892006
138,103040481,4.60E-05
138,103059083,0.74774104
138,103015640,0.69201005
138,103004892,0.016991623
138,103025537,0.9986633
138,103059935,0.8681638
138,103028092,0.46694255
138,103029455,0.19769727
138,103055303,0.9723384
138,103049738,0.000582694
138,103051877,0.000926364
138,103049227,0.002183326
139,103047344,0.96959877
139,103007625,0.456976
139,103012845,0.03338488
139,103030171,0.98337215
139,103026511,0.90547085
139,103061687,0.019359605
139,103000818,0.8909868
139,100544434,0.19187605
139,103023436,0.61862355
139,103022431,0.5470865
139,103021568,0.98898715
139,103034903,0.23463205
139,103013655,0.026015338
139,103047846,0.85118824
139,103017341,0.5826482
139,100400951,0.985761
139,103027483,0.6850835
139,103041698,0.01612905
139,103027401,0.9920352
139,103019809,0.07077394
139,103035013,0.92660594
139,103035140,0.11700128
139,103045682,0.35355037
139,103052445,0.7063717
139,103003061,0.013892563
139,103046176,0.98366654
139,103007927,0.3946389
139,103063302,0.08577125
139,103034187,0.07326457
139,103017866,0.9846964
140,103039075,1.89E-06
140,103033858,0.85512125
140,103013241,0.9513155
140,103037788,0.8245882
140,103036280,7.58E-06
140,103050778,1.55E-06
140,103027703,0.000470995
140,103056324,1.28E-06
140,103051449,0.5156007
140,103017595,0.000267497
140,103045131,0.40890914
140,103019389,4.09E-05
140,103012341,2.39E-06
140,103002991,0.9931845
140,103035886,2.28E-06
140,103039146,0.96703804
140,103065648,0.960506
140,103042251,0.9193686
140,103043216,1.50E-06
140,103005701,0.35140318
140,103025402,0.15267695
140,103056094,1.34E-06
140,103056515,0.000298417
140,103014903,1.61E-06
140,103048713,0.21172494
140,103054369,4.65E-05
140,103036919,0.0668887
140,103021173,3.50E-06
140,103001652,8.17E-05
140,103016699,0.6402342
141,103001337,0.42105973
141,103021102,0.997062
141,103050546,0.9913641
141,103022074,0.27699804
141,103038801,0.99485683
141,103046718,0.18052159
141,103044550,0.003206898
141,103011527,0.000422101
141,103062128,0.9946831
141,103007511,0.9936697
141,103057583,9.25E-06
141,103035502,0.000920219
141,103019725,0.000407939
141,103016321,0.00024307
141,103059397,0.5161852
141,103065009,0.99589854
141,103054216,0.000511904
141,103038106,0.47275499
141,103030956,0.04411493
141,103030211,1.41E-06
141,103039367,0.49317697
141,103022015,0.011929587
141,103039647,0.062900335
141,103019067,0.9948251
141,103011574,0.90872633
141,103025033,0.000818217
141,103034973,0.000191924
141,103014714,0.006242232
141,103047475,0.96773225
141,103050152,0.99745315
142,103045254,0.9954412
142,103047996,0.000638762
142,103059737,0.9169465
142,103028063,0.9356201
142,103013021,0.9953773
142,103036787,0.96397346
142,103051608,0.9704962
142,103028494,0.9434595
142,103045852,0.002192199
142,103018137,0.9908359
142,103025926,0.914532
142,103024776,3.79E-06
142,103061718,6.45E-05
142,103005176,0.90207314
142,103036660,0.70681447
142,103052412,0.96305513
142,103065389,0.9945721
142,103029360,0.84810823
142,103057174,0.9034085
142,103050042,0.000829053
142,103043408,0.97980624
142,103021187,0.9976108
142,103058976,0.019857602
142,103038280,0.95430094
142,103025487,0.69788826
142,103033119,0.9615482
142,103055879,0.000790488
142,103038537,0.95042276
142,103021546,0.9950157
142,103035669,0.9868709
143,103065871,0.99734205
143,103057348,1.63E-06
143,103041013,0.92390484
143,103005647,0.1636735
143,103055067,1.37E-06
143,103064782,1.12E-05
143,103011128,0.04266132
143,103019185,1.51E-06
143,103008314,3.00E-06
143,103012153,1.65E-06
143,103049360,4.86E-05
143,103052102,3.80E-06
143,103054855,0.95520693
143,103066820,1.55E-06
143,103029646,7.90E-06
143,103052352,1.76E-06
143,103001472,4.09E-06
143,103053685,3.03E-06
143,103036658,5.57E-06
143,103060543,0.000601704
143,103018379,1.59E-06
143,103044798,0.34327325
143,103041144,0.99476916
143,103004573,1.31E-06
143,103050962,0.000678939
143,103030380,0.016560506
143,103029826,0.99574775
143,103049020,0.00025633
143,103025796,0.99512476
143,103048858,4.15E-06
144,103006694,0.9398525
144,103042293,0.4818756
144,103065504,0.29558843
144,103000466,0.9790487
144,103017895,0.04254912
144,103027023,0.99129254
144,103021811,0.98363966
144,103010481,0.74840206
144,103064946,0.001540179
144,103051939,0.9959403
144,103023619,0.00898441
144,103049821,0.083143204
144,103007797,0.9919783
144,103041998,0.102331646
144,103023725,0.61602026
144,103010175,0.21544616
144,103038337,0.16181001
144,103009735,0.98010606
144,103015875,0.8811837
144,103018611,0.50982785
144,103001684,0.7338465
145,103047775,0.97327006
145,103008253,0.9132146
145,103035344,0.9821454
145,103019347,0.8626815
145,103000403,0.94958806
145,103062069,0.9974849
145,103008494,0.35375208
145,103040476,0.98595285
145,103016169,0.9855236
145,103027455,0.98347694
145,103002521,0.99758446
145,103048144,0.6075126
145,103046241,0.000514881
145,103050271,0.99575365
145,103046823,0.98333305
145,103004167,0.15482949
145,103014121,0.9523201
145,103052802,0.9778658
145,103044654,0.99622846
145,103012178,0.8634689
145,103032638,0.001014123
145,103033420,0.96343905
145,103057883,0.7300765
145,103058491,0.27937016
145,102230860,0.99512106
145,103032753,0.989748
146,103008352,0.9609155
146,103001608,0.98415655
146,103011237,0.9698714
146,103009338,0.97008675
146,103046342,0.98038507
146,103049750,0.977984
146,103024397,0.90970683
146,103015740,0.9247947
146,103054767,0.9666804
146,103039884,0.9848935
146,103033829,0.5011502
146,103022830,0.956829
146,103052937,0.9734919
146,103014999,0.90412164
146,103019535,0.9281214
146,103002430,0.982811
146,103012458,0.9880514
146,100971527,0.98298496
146,103025683,0.002781799
146,103037919,0.85898983
146,103000960,0.97587854
146,103061813,0.7888568
146,103052577,0.93971777
146,103061798,0.983987
146,100469470,0.9529176
146,103031050,0.55733705
146,103014917,0.96785295
146,103066524,0.97916484
146,103007934,0.9627092
146,103030115,0.98315316
147,103018301,0.8735618
147,103012992,0.908318
147,103064963,0.9579064
147,103011154,0.90848744
147,103027734,0.9809605
147,103038119,0.9940393
147,103039859,0.9591303
147,103056392,0.9106277
147,103027031,0.9977677
147,103026235,0.77941114
147,103063672,0.9721468
147,103000370,0.99740654
147,103062944,0.93256754
147,103057630,0.049835537
147,103044502,0.8772284
147,103064983,0.9807803
147,103049170,0.96474963
147,103051991,0.95702595
147,103042704,0.07537643
147,103059438,0.9205329
147,103032779,0.97574586
147,103036232,0.9904633
147,103047104,0.98786163
147,103000972,0.9779076
147,103035316,0.9910342
147,103024892,0.9962478
147,103008458,0.927115
147,103055957,0.8894896
147,103057006,0.93620014
147,103032302,0.9926812
148,103063515,0.9935607
148,103039536,0.99303
148,103054509,0.7029008
148,103009110,0.99066925
148,103058550,0.9897015
148,103030038,0.97981274
148,103007600,0.99037814
148,103032626,0.14706168
148,103013958,0.99323446
148,103034475,0.9796998
148,103051686,0.99426514
148,103017077,0.99434197
148,103003626,0.98647135
148,103047808,0.99123317
148,103013737,0.9650333
148,103011400,0.9918691
148,103002206,0.993508
148,103010261,0.9914111
148,103010891,0.9940082
148,103050894,0.9946067
148,103005335,0.9904356
148,103036287,0.98362136
148,103003875,0.9930815
148,103046548,0.9935167
148,103002121,0.9665764
148,103007273,0.99449253
148,103052227,0.99411446
148,103016805,0.9937078
148,103025651,0.9934341
148,103055041,0.9944846
149,103024244,0.96363884
149,103003235,0.91687244
149,103001367,0.90329635
149,103039137,0.18914735
149,103006260,0.9728757
149,103017276,0.78887254
149,103055728,0.94671386
149,103041939,0.8687318
149,103033987,0.72225565
149,103053881,0.8988553
149,103019356,0.83725446
149,103054304,0.8993228
149,103017237,0.010538086
149,103053507,0.9649182
149,103025629,0.98863447
149,103028674,0.9371436
149,103032731,0.8584284
149,103065356,0.91690433
149,103029698,0.90506923
149,103022124,0.98704183
149,103044623,0.95954674
149,103065723,0.9482919
149,103047112,0.8725126
149,103037873,0.96320987
149,103001803,0.92558014
149,103021302,0.9209158
149,103056451,0.98863447
149,103001845,0.76880103
149,103032471,0.99012846
149,103028489,0.6089501
150,103043661,0.80107373
150,103037913,0.035017923
150,103005282,0.68570864
150,103042224,0.7941342
150,103029997,0.3633301
150,103063302,0.040415775
150,103000216,0.98306006
150,103014744,0.79876024
150,103010871,0.9950694
150,103034224,0.9912676
150,103009066,0.07405587
150,103059443,0.003687439
150,103026621,2.71E-06
150,103000818,0.7403052
150,103048316,0.9923252
150,103054401,0.95036954
150,103012703,0.8563016
150,103033678,0.18289801
150,103052445,0.51132953
150,103013970,0.6174073
150,103045682,0.1958283
150,103033915,6.49E-05
150,103012669,0.0374252
150,103048370,0.7063333
150,103021227,0.055751316
150,103006797,0.98822
150,103015105,0.14958218
150,103010340,0.12870072
150,103051786,0.2179347
150,103044707,0.25601113
151,103039659,0.14947928
151,103065339,0.94877356
151,103046618,0.953335
151,103026640,0.91481864
151,103060778,0.9184431
151,103033343,0.89333206
151,103036605,0.56716746
151,103066267,0.96009475
151,103031589,0.95591223
151,103012739,0.7947597
151,103023047,0.91003805
151,103025353,0.8950793
151,103052481,0.9834289
151,103022581,0.006333608
151,103060174,0.9930918
151,103013966,0.9401086
151,103003972,0.8246845
151,103058633,0.16210237
151,103058961,0.98897165
151,103014772,0.04884166
151,103038985,0.8302413
151,103002805,0.7579391
151,103034569,0.4643539
151,103053034,0.9192824
151,103000427,0.95484614
151,103065216,0.86756593
151,103046917,0.9786485
151,103009194,0.8995628
151,103034067,0.9613004
151,103020576,0.9799106
152,103061142,0.9357686
152,101879290,0.00842743
152,103066913,0.73262566
152,103007411,0.8767365
152,103023783,0.24725078
152,103016189,0.9344479
152,103053690,0.8633022
152,103035951,0.9776854
152,103007545,0.68267804
152,103007165,5.85E-06
152,103026972,0.6827113
152,103036643,0.6583219
152,103049475,0.70113754
152,103010831,0.87925327
152,103011748,0.001426278
152,103047111,0.98267776
152,103052942,0.006635632
152,103025113,0.9119541
152,103021950,0.9396457
152,103040861,0.000450972
152,103006776,0.25700352
152,103057885,0.77834904
152,103007025,0.73791784
152,103026228,0.00011272
152,103021298,0.81113046
